has_profile_pic,has_header_pic,bio_length,account_age_days,follower_count,following_count,tweet_count,retweet_ratio,likes_count,lists_count,is_verified,is_default_profile,has_url,avg_tweets_per_day,Label
1,1,137,2102,3395,1004,3654,0.16995357447794507,2973,11,0,0,1,13.759448346742838,0
1,0,23,148,79,3642,40,0.7657378194012402,13,0,0,1,0,0.7609637709860717,1
1,1,0,359,17,2564,3,0.821532416376357,8,0,0,1,0,0.9920854520331661,1
0,0,36,113,42,794,41,0.9632356379809506,17,0,0,1,0,1.069933346818888,1
1,1,131,2733,5262,1939,3003,0.34112301290670377,4548,7,0,0,0,8.848214610071214,0
1,1,57,3479,5818,8920,3576,0.23922814834445605,2143,5,0,1,1,11.803330291688162,0
1,1,0,294,14,749,45,0.8788245865714918,13,0,0,0,0,1.0933913641442603,1
1,1,150,2687,1413,2500,7333,0.39582529924450727,3323,17,0,0,1,6.096242589695094,0
1,0,43,1533,5650,2498,2730,0.13559021434773535,4270,14,0,0,0,7.027498870087563,0
1,1,64,3544,9068,14654,4638,0.20455892662415798,2274,3,0,0,1,16.030809505987285,0
1,0,39,924,6903,1068,7397,0.1523524554214304,3253,3,0,0,1,9.903391991577868,0
1,1,41,1593,2468,4892,6930,0.14777955358571432,2918,19,0,0,1,3.083177798667568,0
1,1,135,968,1129,1261,8082,0.4568951662152426,3107,6,0,0,1,8.86391971012735,0
1,1,44,1622,2872,158,5470,0.4045835333744635,4908,5,0,0,1,6.822892040113427,0
1,0,26,140,72,3067,10,0.7409110982402697,3,1,0,1,0,1.5488389892126067,1
0,1,40,246,17,3169,23,0.8851658748983374,11,0,0,0,1,1.9325485954963717,1
0,0,20,295,64,936,12,0.8810479288130135,18,0,0,1,0,1.4395829067093722,1
1,0,0,298,75,1856,3,0.9921401240071448,1,1,0,0,1,0.5429840050854227,1
1,1,145,519,3709,356,1879,0.2332348525353908,3398,0,0,0,1,6.531822374985347,0
1,0,5,118,99,4500,23,0.8123658661060363,4,0,0,0,1,0.6917549214757148,1
1,1,38,165,53,1322,47,0.7260775044851048,9,0,0,1,1,0.245553779325417,1
1,1,0,7,51,572,14,0.8208940536295484,1,0,0,1,0,1.9512204017198298,1
1,0,32,182,37,3235,26,0.9996677836099872,10,0,0,1,1,1.7160465420144584,1
1,0,133,2055,1791,3336,8382,0.2920431311809145,4352,0,0,0,1,5.673059237178022,0
1,0,139,946,5797,3981,9978,0.15416753992713123,2761,16,0,0,1,5.6793844244950895,0
1,1,78,1427,8538,2196,2308,0.14139002545863388,2552,3,0,0,0,10.657272762663244,0
1,0,9,19,62,1503,34,0.7230409144943264,18,1,0,1,0,1.6672880209503447,1
1,0,5,24,3,651,34,0.9400412748256228,4,1,0,1,0,0.5355849490452675,1
1,1,38,3058,7123,725,3808,0.2765097347000275,811,9,0,0,1,14.017586073267921,0
0,0,17,271,42,1443,22,0.943895721614828,17,1,0,1,0,0.3915559713670922,1
1,1,70,2903,2989,440,4667,0.1379073884138376,3825,10,0,1,0,3.410726247050322,0
1,1,27,155,52,3827,8,0.9991713699710808,19,0,0,1,0,1.9467652383296423,1
0,1,126,3644,2699,3084,3907,0.3287315084730764,657,14,0,0,0,14.110449923010465,0
1,1,75,3035,4540,8531,2680,0.2777919911911164,188,10,0,0,0,16.21487779933866,0
0,1,31,189,20,966,22,0.7174250836504598,3,1,0,1,0,1.9398197043239886,1
1,0,14,145,64,3818,30,0.791939040412846,9,0,0,1,0,1.4500121525982375,1
1,1,31,765,8041,6035,823,0.14245016742596098,2820,14,0,0,1,4.255341832941294,0
1,1,91,3539,6454,4882,9597,0.16056417757443403,4883,6,0,0,0,2.563197984702027,0
1,0,73,3011,1401,366,9730,0.1028879788014871,1072,11,0,0,1,11.111552007510365,0
1,1,82,578,7185,12556,3501,0.44947121382429955,4291,6,0,0,0,9.300060954963978,0
1,1,5,344,74,4182,22,0.8153547441118799,14,1,0,1,1,0.9683460643268149,1
0,1,7,168,8,3168,8,0.7880604377375982,16,1,0,1,0,1.4140305885451816,1
1,1,0,356,63,2566,47,0.812038778843252,16,0,0,0,0,0.12508445379473687,1
0,0,0,161,50,1729,11,0.7445029602886266,17,1,0,1,0,0.6462613141405571,1
0,1,10,111,54,4286,18,0.9977543860485913,13,1,0,1,0,0.7986651603984452,1
1,0,37,157,37,2798,45,0.9628577434808668,6,0,0,0,1,0.6154056267796877,1
1,1,130,3442,761,1359,5346,0.4307471388693448,4036,0,0,0,1,17.4206014796993,0
1,1,103,664,3676,2443,9769,0.29037067894598534,1132,12,0,0,1,6.308023293020425,0
0,1,0,328,58,2000,17,0.9235193644360661,19,0,0,1,0,1.2890933012516443,1
1,1,128,2561,4809,8146,6550,0.35850100706287624,484,10,0,0,0,9.234877134954704,0
1,1,18,98,69,2017,5,0.954075618426568,9,0,0,0,0,0.432180906370615,1
1,1,0,278,99,1109,29,0.9040335656340918,0,0,0,1,1,1.0839801497795318,1
1,1,103,907,1705,3332,9743,0.4963205423783752,2042,1,0,0,0,1.9629307334119044,0
1,0,0,69,19,4606,9,0.8027572771535629,5,1,0,1,0,1.2299005263053089,1
1,1,0,364,50,4316,6,0.8353882339087765,18,0,0,1,1,0.9326195122803402,1
0,0,5,199,14,1416,18,0.8165674303811037,0,0,0,1,0,0.02933411409252762,1
1,1,12,326,87,1863,36,0.9243515723236215,0,1,0,0,0,0.5280086999189317,1
1,0,46,184,50,3769,19,0.9482571081861451,5,1,0,1,0,0.46713472213722196,1
0,0,11,265,31,2306,11,0.9173794860542887,13,0,0,1,0,0.34699210071004405,1
1,1,0,106,61,1132,15,0.7003710039278228,15,1,0,1,0,0.7650525604880165,1
0,1,2,263,39,4077,0,0.9659507579925708,16,1,0,1,0,1.0693218461510476,1
1,0,52,1529,5624,4509,5883,0.28256537588496977,4122,9,0,0,1,10.144642528893296,0
1,1,45,156,34,605,35,0.9152907357725888,1,0,0,1,1,1.0449620810322366,1
1,0,13,44,73,1969,5,0.8658444627155046,17,1,0,1,0,1.9449227800558044,1
1,0,32,149,7,801,39,0.867343967653321,11,1,0,0,0,1.9693394790490164,1
0,0,30,237,0,3843,38,0.89713339855005,4,1,0,1,0,1.1320744209881526,1
1,1,27,1526,1935,915,3866,0.14463756990666687,4711,13,1,0,0,18.861847038961457,0
0,1,0,143,62,1836,45,0.9277746199182528,3,1,0,0,1,0.11818778015650655,1
0,0,7,6,11,3170,37,0.8535122341344102,18,0,0,1,1,0.2906533848410082,1
1,1,27,3218,8822,4276,2255,0.10462887950210811,395,7,0,0,0,0.9962192942532615,0
0,0,41,101,57,2679,46,0.8345831892863628,19,1,0,1,0,0.7830513963556587,1
1,0,52,2430,3900,1288,5744,0.26249963839076196,1419,13,0,1,1,17.56131840925209,0
0,0,21,254,24,1269,34,0.8791140750687074,17,0,0,1,0,1.4490337027972362,1
1,1,31,118,44,4756,16,0.8912659793410689,19,1,0,0,0,1.9822528636426073,1
1,0,0,63,10,891,34,0.9370526621593617,4,1,0,1,0,1.726206851751187,1
1,1,98,2498,157,206,5643,0.3550811404167715,2461,1,0,0,1,16.98189838413443,0
1,0,3,76,19,3892,20,0.7673148939399386,0,1,0,0,0,1.296595054597603,1
0,0,44,210,90,917,26,0.8356653822669421,10,0,0,1,0,0.3527739730124466,1
1,1,143,2355,3994,1204,648,0.24141954168173485,4299,1,0,0,1,8.957090195585712,0
1,1,49,1770,8772,8808,6669,0.21005110295043683,3739,4,0,0,1,11.852524354820476,0
0,0,0,356,13,1174,24,0.9208601275182287,5,0,0,1,0,1.449712998630034,1
0,1,0,360,64,785,20,0.727878743313817,17,1,0,1,0,1.6521352605050568,1
1,1,55,2825,7535,5223,7522,0.18860042034154112,1247,17,0,0,1,12.783449829194561,0
1,0,0,211,11,1816,41,0.7314424194992716,15,0,0,1,0,0.915399210318588,1
1,1,0,147,25,3167,43,0.9263863664795775,5,0,0,1,0,1.044888290810929,1
1,1,69,1530,3357,6002,3699,0.48839087663565883,3203,11,0,0,0,18.502572299507705,0
1,1,157,2185,8225,4697,7859,0.4478465830929047,2983,4,0,0,1,0.8412151727540778,0
1,0,24,265,2,4365,7,0.8557245355408654,5,1,0,0,0,0.7603912375717141,1
1,1,128,2691,8416,6606,1872,0.44740258827415647,4810,15,0,0,1,19.13930276730739,0
1,1,58,2299,5576,5272,803,0.3967330854914639,2689,15,0,0,0,18.642149829079827,0
0,1,47,268,73,507,23,0.8070012922425294,8,1,0,0,0,1.2853493153448472,1
0,1,0,149,79,3433,20,0.9978894388357902,4,1,0,1,1,1.0461956883402976,1
1,1,116,1483,5114,3497,8365,0.19188092614485375,4903,12,0,0,1,10.879935095039242,0
1,1,40,84,5,2182,4,0.9951932943879485,0,1,0,1,0,0.4262094080501666,1
1,1,151,401,288,231,7856,0.4775096481379265,1475,1,0,0,1,12.96626171697642,0
0,0,6,202,38,2476,16,0.7634344020989634,11,0,0,1,0,1.3582046382889792,1
1,1,42,93,12,3760,30,0.7398784128123947,2,1,0,1,0,0.2752594687967227,1
0,0,0,66,72,1602,12,0.8989932128512006,15,1,0,1,1,1.87742927074807,1
1,0,28,2500,7906,12303,6289,0.4978236562438959,1805,13,0,0,1,17.289672015506266,0
1,1,130,2201,2416,1815,6706,0.4160977903604589,585,7,0,0,0,12.715762680448172,0
1,0,0,26,98,2341,24,0.8834541132597041,6,0,0,1,0,0.14188183399985532,1
1,0,40,124,48,1087,20,0.8251492836927106,11,0,0,0,0,0.12441018305138196,1
0,1,50,797,2957,3667,9290,0.3038904301152719,4744,18,0,0,0,15.248046891115735,0
1,0,95,3129,261,464,8269,0.4424614487978641,991,15,0,0,1,2.472729582455513,0
1,1,58,3080,3179,1281,4744,0.46731401415198315,4444,14,0,0,0,6.874418629584327,0
1,1,145,539,1880,2910,3192,0.48626126990656493,4723,6,0,0,1,8.993988581247827,0
0,1,148,1319,8333,12072,8145,0.4324145253090742,4339,17,0,0,1,18.560087445254428,0
1,0,34,184,33,2087,24,0.9076033767839964,7,0,0,1,0,1.1552635086888452,1
1,1,14,205,42,4323,10,0.7227589984325992,15,0,0,1,0,0.36013454469859707,1
1,1,73,2448,3309,2140,4634,0.14186417613859248,1899,18,0,0,0,13.04686451558795,0
1,1,22,2438,1840,412,6369,0.4435729397298911,860,16,0,0,1,12.785364272067135,0
1,1,57,1536,9909,15931,6214,0.3778167896149096,4676,3,0,0,0,3.9164460770187803,0
1,1,85,3411,1519,2004,7181,0.29886152635314867,4699,19,0,0,0,18.68659148815277,0
1,0,46,65,80,1997,14,0.8520017946948237,3,1,0,0,1,0.24876566248264864,1
1,1,58,3305,2473,3801,5509,0.29608878986149634,3510,14,0,0,0,14.875939706371621,0
1,1,135,1570,3013,3805,4138,0.15350427803080088,2938,3,0,0,1,8.262699975606502,0
1,0,112,2144,8954,9796,6639,0.4887803381039223,1959,19,0,0,1,2.563107008770728,0
1,1,111,414,8634,15879,5592,0.1844632149727708,4945,0,0,0,1,0.7917433659978639,0
1,1,91,2623,9540,8259,2173,0.27411708967505366,1969,17,0,0,1,9.132527188365,0
0,0,19,4,41,1365,41,0.9135333834972849,3,1,0,1,1,1.524424116628354,1
1,1,26,254,98,3683,24,0.8990505307324167,17,1,0,1,0,0.8968482859724947,1
1,1,81,1642,8134,13353,7665,0.15068509409369557,2267,17,0,0,0,7.039095647790101,0
0,0,49,179,33,3103,14,0.7091061416599013,17,0,0,1,0,0.267556289987936,1
1,1,120,1236,4634,4747,4518,0.2929972242110652,3441,18,1,0,0,10.101834304484546,0
1,1,6,209,96,2621,46,0.7899692778983608,11,1,0,1,0,1.5186217103004105,1
1,0,0,231,94,4289,5,0.9053878582794899,16,0,0,1,0,0.2525422742154637,1
0,0,0,17,36,2122,41,0.7420055615981347,5,0,0,1,0,1.330073349092511,1
1,0,0,47,0,4915,37,0.8743714664267837,10,0,0,1,0,0.10364707364485382,1
1,1,21,2776,8700,171,5646,0.269015752089542,1898,16,0,0,1,11.981800268046353,0
0,1,0,148,18,4054,46,0.8660137048380122,1,1,0,1,0,1.352052576105095,1
1,1,32,313,85,3004,28,0.8377567701197686,12,1,0,1,0,0.23510260030043995,1
0,1,0,225,74,1871,31,0.7882202386530333,9,0,0,0,1,0.20568518431495342,1
0,0,23,101,29,4234,15,0.7995994882713295,6,0,0,1,1,1.45505846045019,1
1,1,32,82,76,3529,11,0.7239145219561854,4,0,0,1,0,0.25223064475082113,1
1,0,46,138,81,2073,18,0.8480502976463224,12,1,0,0,0,1.485762987335878,1
1,0,48,52,11,4081,38,0.8491745517677156,16,0,0,0,0,1.2191286679597937,1
0,1,12,167,85,843,46,0.8537507946310995,9,0,0,0,1,0.4027275642719488,1
1,1,12,44,97,2656,26,0.8206081650664722,7,1,0,1,0,6.143769076483174e-05,1
1,1,57,2456,2683,4699,7508,0.48919095216812203,4496,17,0,0,1,3.502495530004667,0
1,1,91,1352,1356,1009,472,0.3014767044949779,1394,3,0,0,1,14.896762454327,0
1,0,13,349,85,4406,9,0.7403305388224365,15,1,0,1,0,0.42140992773440633,1
1,1,96,2641,5805,7205,3681,0.14620234646258648,4087,6,0,0,1,1.6962055524354265,0
1,1,73,1037,3157,5469,1100,0.3011134843087887,4828,1,0,0,0,3.895130326898082,0
1,1,23,3266,9218,18147,5691,0.11142836708960419,4113,6,0,0,1,18.437483215545583,0
1,0,66,1339,8470,10030,3385,0.1623406146205774,370,17,0,0,0,14.213961053823883,0
1,1,113,1174,6277,9380,4964,0.42334312899922955,3334,19,0,0,0,18.686474029098616,0
1,1,69,1328,3013,1076,7445,0.16058304896016581,1243,14,0,0,0,13.535845572444165,0
1,0,31,326,40,1185,43,0.7406062246833056,19,1,0,1,0,0.565491379157524,1
1,0,102,1051,3720,1689,5095,0.2918076948445415,4368,8,0,0,0,9.221822879063879,0
1,1,95,2737,6217,1992,5890,0.3877839870679888,847,17,0,0,0,1.602055970536768,0
1,1,45,749,6747,155,3424,0.4235434156134261,3251,16,0,0,0,6.403968348539788,0
0,1,158,1156,269,385,7721,0.13105275409991807,4462,13,0,0,0,13.083731875083526,0
1,0,31,94,44,3840,4,0.7290897012896274,17,0,0,0,0,0.22472896389797126,1
0,0,44,172,31,1185,48,0.8937432437965618,2,1,0,1,1,1.693028677380556,1
1,0,12,274,18,1369,17,0.9943533510286884,3,1,0,1,1,1.8874031856404416,1
0,1,84,452,3825,3259,812,0.19839989612271808,4746,14,0,0,0,14.893939719412948,0
1,1,108,2122,5315,9809,5017,0.24812807018020888,3102,8,0,0,0,0.8277419565122787,0
1,1,37,1458,1390,1461,691,0.34553837800308973,2553,12,0,0,1,12.681663053428855,0
0,0,25,220,64,4923,46,0.8094467410623396,10,0,0,1,0,1.4034765477545144,1
0,0,0,90,47,1707,38,0.9255475437870043,7,0,0,1,0,1.717012909103109,1
1,0,44,177,28,4658,42,0.8896792863758591,17,0,0,1,1,0.9179779760340261,1
0,0,0,310,85,3220,9,0.9327414207378868,17,1,0,0,0,1.7650669716392,1
1,1,147,2099,4097,6909,4763,0.46360223553428126,4676,9,0,0,0,4.003198750129167,0
1,1,85,1279,1546,1944,2095,0.2246604402438607,542,19,0,0,0,9.247958430178603,0
1,1,16,1,9,2014,15,0.9526496129951143,16,0,0,1,1,1.5929687786591615,1
1,1,7,335,93,2584,28,0.9366420945612233,19,1,0,1,1,0.3327551738645447,1
0,1,5,103,65,589,45,0.9079581822468042,14,1,0,0,0,1.903099948710654,1
1,0,0,192,24,2561,7,0.8190265169366587,1,0,0,1,1,1.0601249101034649,1
1,1,83,1119,5889,9061,3835,0.1028367251097484,2263,18,0,1,1,14.969437811655325,0
1,1,8,5,74,3901,12,0.7814651365532457,13,1,0,1,0,1.3395089024364957,1
1,1,36,361,67,3586,24,0.797119247683127,2,0,0,0,0,1.2831371333699888,1
0,1,42,108,65,810,34,0.961029662170279,12,0,0,1,1,0.14005941149494205,1
1,1,126,1475,8432,16545,486,0.49745417939717684,4764,19,0,0,0,9.592908304647002,0
1,1,28,26,46,3859,9,0.8764791270909793,16,0,0,1,0,0.6257097130111751,1
1,1,0,237,52,810,36,0.7356127286527334,12,1,0,0,0,1.1896947590038192,1
1,1,96,2878,518,215,9728,0.4333565256418417,2863,18,0,0,1,1.2469956033733964,0
1,1,52,2742,7827,14947,9141,0.15114152716347823,4036,14,0,0,1,12.370787340026283,0
1,1,84,2747,2771,3331,7108,0.10923419222070807,1550,0,0,0,1,9.262189523785521,0
1,1,131,3520,7787,7410,2499,0.21614728499440822,2249,12,0,1,1,5.237434552897357,0
1,1,126,3321,589,1091,6560,0.2733003729236112,1666,14,1,0,1,4.003310833818497,0
1,0,83,3488,6202,5428,3721,0.3960071200632852,3523,18,0,0,1,1.2813471837912,0
0,0,4,158,67,645,36,0.7126279568909085,0,0,0,1,0,0.7686532943193634,1
1,1,0,137,61,4248,32,0.7359596102001048,11,1,0,1,0,1.0375812434867322,1
1,1,25,168,79,4889,12,0.8855830867281816,15,1,0,1,0,0.26601959781465756,1
1,1,33,1467,6667,8724,1276,0.17666852753210974,2154,10,1,0,0,17.03996100678146,0
1,0,0,90,7,3245,49,0.7797813774892717,4,0,0,0,0,0.06463190221930093,1
1,1,11,54,2,3203,22,0.7136339141024374,11,1,0,1,1,0.9113135055714259,1
0,0,23,293,67,4297,25,0.973879301432407,3,1,0,1,0,1.0860428617335283,1
0,0,30,104,98,2355,41,0.8972680938334069,9,0,0,1,0,0.37604946923083227,1
1,0,13,218,60,3552,25,0.9145966931587407,11,1,0,1,0,1.3110199436922252,1
1,1,69,3450,4996,3514,9601,0.15061778348536325,346,3,0,0,1,18.584745311413865,0
1,1,87,2857,3322,2855,6845,0.2727674124583315,1432,16,0,0,0,10.409291723707282,0
1,1,119,2890,1999,224,2019,0.1504678360594947,1590,18,0,1,1,1.69532649175986,0
1,1,0,301,95,817,28,0.971954115833374,2,1,0,1,0,1.728985760614697,1
1,1,2,207,55,1801,2,0.8904719977459488,18,0,0,0,1,0.38025753263741136,1
0,0,43,21,67,1189,32,0.9315573178544864,5,0,0,0,1,1.0966411674528485,1
1,1,2,71,95,2297,19,0.9608949054436513,10,0,0,1,1,0.3636353056746775,1
0,1,0,79,2,1483,39,0.8179365394621237,19,0,0,0,0,0.5112781875907231,1
1,1,32,3251,6908,12403,5188,0.3853829441736176,3357,4,0,0,1,7.991786606056561,0
1,1,87,2692,4320,3911,5093,0.25311713243196376,981,5,0,0,1,6.883845262250285,0
1,1,131,1194,9472,10886,5503,0.45860170038359793,2967,8,0,0,1,6.82880513975306,0
0,0,0,220,13,1131,9,0.7815849178385893,9,0,0,1,0,0.9751423873467686,1
1,1,0,275,81,4303,27,0.9194686358683402,0,0,0,1,0,0.3624511220994191,1
1,0,35,1920,8852,16304,3471,0.1809870168383,2192,1,0,1,1,14.587451748937056,0
1,1,55,1805,375,258,8440,0.4386137972493621,2681,4,0,0,1,17.673035019727894,0
1,0,48,3192,9917,9943,4277,0.17974005157787454,3891,16,0,0,1,7.3205629094540265,0
0,1,124,1277,8705,596,1563,0.15634744158034453,4303,11,0,1,0,19.029118514375888,0
1,0,49,90,5,2235,23,0.8216268475417464,4,1,0,1,1,1.3445013745883894,1
1,0,54,3309,3650,6241,6355,0.45462564505246084,366,0,0,0,0,3.9755454287758774,0
1,1,33,3352,9099,7714,1345,0.443155674098496,587,12,0,0,0,2.7823789177733596,0
1,0,37,290,56,2980,22,0.7136209844406077,19,0,0,1,0,1.0934010411135366,1
1,1,51,702,5872,4049,6133,0.4658778241348228,186,2,1,0,1,1.5144632230742143,0
1,0,31,91,17,4559,34,0.8699815776716389,2,1,0,1,0,0.021622167270392678,1
0,0,29,147,19,3411,6,0.7523099287014974,0,1,0,1,1,0.2750418882919865,1
1,1,33,286,12,997,28,0.9124365504701877,17,0,0,1,1,0.09090500087159192,1
1,1,104,1204,4007,102,9343,0.35963224080755374,1987,2,0,0,0,18.37772827245814,0
1,0,0,337,96,4435,7,0.7187372780857214,5,0,0,1,0,1.2531850221864205,1
0,1,7,154,13,4760,20,0.7769590187332743,2,0,0,0,0,0.9278649733766724,1
1,1,70,2832,2015,2199,5940,0.3752455505044222,4876,0,1,0,1,3.860080827300267,0
1,0,48,116,62,2800,20,0.7572733093451037,0,1,0,1,0,0.7893829336189444,1
1,1,0,356,29,544,18,0.9091491076413941,12,0,0,1,0,1.7721722176270327,1
1,0,89,2350,673,1247,4214,0.17096378804847295,4001,1,0,0,1,18.706738669592234,0
1,1,71,3120,5101,9845,1906,0.2909952201849711,4197,7,0,0,0,8.966638543287656,0
1,0,38,14,71,4016,14,0.947087083224692,12,0,0,0,0,0.033512608984764825,1
1,1,15,294,79,1857,28,0.8027773248433395,14,0,0,0,0,1.8761282791362626,1
1,1,21,3128,6038,3945,7006,0.22122630447004066,3342,1,0,0,1,12.021892214204733,0
1,1,79,365,3678,1119,8028,0.23097622518162667,2580,3,0,0,1,9.59467553852742,0
1,0,23,142,34,1955,44,0.8422865261293782,16,0,0,1,1,0.09899370698733323,1
1,1,141,689,7052,4637,2435,0.3566318724973577,3035,15,0,0,1,15.390259808216266,0
0,0,0,318,56,771,43,0.9952250407597885,9,1,0,1,0,1.475164603177783,1
1,1,109,2644,5164,8748,9296,0.22447789512160368,394,11,0,0,1,11.85182365488747,0
1,0,11,184,14,3728,7,0.7449752282046321,14,1,0,1,1,1.2822952657705946,1
1,1,45,1598,293,191,5856,0.37972516846212157,2065,5,0,0,1,16.448087936589232,0
0,0,0,213,60,636,5,0.8660113569249315,2,0,0,0,1,1.3538815659936747,1
1,1,49,837,5330,8371,5258,0.42959215566282616,639,16,0,0,1,2.0385856750784206,0
1,0,12,130,35,2560,14,0.7598036468413549,0,0,0,0,0,0.4816076321463465,1
1,0,9,63,62,1267,34,0.8103278052631868,13,0,0,1,1,0.022062528857294428,1
1,1,17,360,48,4922,0,0.7929810778805833,18,0,0,1,0,0.9364636568827587,1
1,1,40,3262,118,198,3698,0.4384775464617494,893,4,0,0,0,9.160203600920426,0
1,1,10,14,13,3325,11,0.7578611706068843,13,1,0,0,1,0.24260599601106825,1
1,1,9,21,29,4864,33,0.7497864685887354,5,1,0,1,0,0.02521503995151808,1
1,0,7,266,97,707,1,0.786238499469175,9,1,0,1,0,0.15395893412993256,1
1,1,32,237,33,4476,23,0.979242189194947,3,1,0,1,1,0.10439725808994327,1
1,1,1,323,98,4015,11,0.9181055581042401,19,0,0,1,0,1.3246358270791647,1
0,1,0,55,99,2427,28,0.9369095521427437,18,1,0,1,1,0.45690948266259745,1
1,1,107,1571,9728,16303,3181,0.32467255574584414,2341,10,1,0,0,14.614154144295204,0
1,1,150,3038,7389,4257,8611,0.11847859328065154,1605,15,1,0,0,13.42576585887598,0
1,1,71,3433,544,241,7353,0.4863355100233321,3106,13,0,0,0,17.263478179496268,0
1,1,70,2516,7814,15177,4621,0.10600901679222652,4995,9,0,0,1,10.311104317592235,0
1,0,0,178,22,4423,22,0.7089920769618033,12,1,0,1,0,1.3468648666498346,1
1,0,42,314,21,909,2,0.7122262318277418,9,1,0,0,0,0.4942064680202929,1
0,1,37,353,64,1910,41,0.8735625454610594,8,1,0,0,0,1.0209202626928826,1
1,1,102,3461,5204,1155,3183,0.36099389136246307,3725,0,0,0,1,6.891538513903768,0
1,0,0,111,85,4507,48,0.8693375627567923,9,0,0,1,1,1.2151104445871457,1
1,1,34,1054,6138,5597,4782,0.3506574733247033,3801,1,0,0,0,7.8312182379929425,0
1,0,40,1846,8747,7161,2304,0.4146610064305387,1646,4,0,0,0,13.593431610357046,0
1,0,0,190,86,1435,12,0.9872894938817764,2,0,0,1,0,1.0977456030851995,1
0,0,8,97,4,3116,27,0.8213582156721608,0,1,0,0,0,1.355081891007068,1
1,0,0,105,98,1010,0,0.7041015894480992,5,1,0,1,1,1.9932736741478108,1
1,0,14,215,29,3471,33,0.7512809207262544,15,0,0,1,1,0.16825532451876568,1
1,1,13,281,39,4865,25,0.9898730232120394,15,0,0,0,1,1.5079238071935679,1
1,1,148,763,6763,9443,3095,0.29624387532469576,1757,3,0,0,1,2.666395572496815,0
1,1,154,3577,8458,2855,1621,0.31343589204416344,771,7,0,0,1,15.415280123223276,0
1,1,28,1762,9054,7332,5714,0.26734521537151723,3387,7,0,0,1,5.372415572529622,0
0,1,4,251,40,3024,8,0.8036025856734663,5,1,0,1,1,1.4023397231805195,1
1,1,39,78,15,3910,33,0.9810173667560471,13,1,0,1,0,0.2163100291467135,1
1,1,54,2679,615,416,3983,0.32427779255027206,74,15,0,0,0,17.592929570379994,0
0,0,33,114,48,1491,35,0.7116814050062996,14,1,0,1,0,1.2492280962290632,1
1,0,9,26,46,3576,25,0.8223244315008197,5,0,0,1,1,1.1243776221290502,1
1,1,47,634,3734,6981,6320,0.44773604316294213,3825,8,0,1,1,5.617976072313326,0
1,1,0,310,32,4759,30,0.8461185756456807,13,1,0,1,0,1.0051321529268848,1
1,0,40,108,60,2439,49,0.9960078941071484,8,0,0,0,0,1.2800059336738274,1
1,1,29,2901,9028,14832,454,0.35255097455817175,1532,15,0,0,0,15.902771890060935,0
0,1,18,335,29,3677,16,0.9848561870972926,3,1,0,1,0,0.5164887765979167,1
1,0,18,12,12,2289,42,0.9416946416090026,16,1,0,0,0,0.17983248971940458,1
1,0,47,694,2575,569,3930,0.2557547418670769,4612,16,0,0,1,18.78175674181187,0
1,0,4,196,12,4213,4,0.7209794817128302,7,1,0,1,0,0.46165837830802414,1
0,1,16,193,91,1380,38,0.8907732297129215,16,0,0,0,0,0.3775880555468889,1
1,0,28,109,56,3080,25,0.8539525246846107,12,0,0,1,0,1.8239191683992664,1
1,1,102,1162,5819,9576,986,0.27544457437585745,2308,19,0,0,0,5.710592961978445,0
0,0,0,222,66,2166,44,0.8219670351424313,15,1,0,1,0,1.1175318892487953,1
1,0,0,277,47,4487,7,0.9547670231482533,16,1,0,1,0,0.735431606118867,1
1,1,101,2978,6039,6995,4207,0.3181826781569968,1592,13,0,0,0,11.118360211637908,0
1,1,22,3190,2469,1075,5108,0.11790057357049527,2620,15,0,0,0,6.540423625786617,0
1,0,35,2209,3464,5515,2658,0.21842553628503436,1312,4,0,0,1,11.885851555754945,0
1,1,0,157,77,678,4,0.9297575931654226,17,1,0,1,0,1.3434177184881215,1
1,1,45,1509,7784,14941,3353,0.17342564568677316,816,9,0,0,0,2.909546504330735,0
1,1,122,2307,2851,1357,464,0.3505037098649707,954,12,0,0,1,11.646740020542726,0
1,0,0,283,65,2040,28,0.7254513142255575,18,1,0,1,0,1.6255991345150052,1
1,1,0,35,45,2503,48,0.830554119776607,4,1,0,0,0,1.4558786139475304,1
1,1,0,241,4,2795,32,0.9873802363170312,1,0,0,1,1,1.9246204059755685,1
0,1,145,1131,3804,3755,5391,0.3070714672923829,3366,15,0,0,1,13.027318173667258,0
1,0,94,1525,6300,6077,7141,0.1350298251944953,3590,18,0,0,1,3.6966685585874535,0
1,1,52,1933,632,1112,1283,0.28383981985528944,1496,5,0,0,1,6.385775887411455,0
1,0,106,3451,607,990,1756,0.13769722656181027,856,16,0,0,0,15.208505494186713,0
1,0,0,79,20,1400,0,0.7970501184734421,17,0,0,1,1,1.9191532886420668,1
0,0,16,28,10,2753,38,0.7173196477675351,18,1,0,0,1,1.2326009718514481,1
1,1,105,1853,8464,15348,5873,0.44059567265861865,1935,11,1,0,0,6.191409952209795,0
1,1,157,1203,9560,17361,2970,0.187079919542893,3797,4,0,0,0,10.72414129763236,0
1,0,69,2440,7486,2614,7801,0.13477582427690168,150,6,0,0,1,5.644218461453972,0
1,1,0,233,98,2182,47,0.9539983426714918,19,1,0,1,1,1.7018568975350254,1
1,0,27,352,4,2018,21,0.7765919574185295,0,0,0,1,0,0.03503198172412447,1
1,0,21,13,44,3186,41,0.9377784439627403,19,1,0,1,0,0.9166471891751509,1
